timestep,Load_demand,Solar_avail,Hydro1_inflow,Hydro2_inflow,Hydro3_inflow
516,0.51578,0.34173,0.66723,0.47615,0.43811
517,0.56855,0.35378,0.66723,0.47615,0.43811
518,0.62518,0.34173,0.66723,0.47615,0.43811
519,0.68182,0.30638,0.66723,0.47615,0.43811
520,0.73459,0.25016,0.66723,0.47615,0.43811
521,0.77991,0.17689,0.66723,0.47615,0.43811
522,0.81468,0.09157,0.66723,0.47615,0.43811
523,0.83654,0.00000,0.66723,0.47615,0.43811
524,0.84400,0.00000,0.66723,0.47615,0.43811
525,0.83654,0.00000,0.66723,0.47615,0.43811
526,0.81468,0.00000,0.66723,0.47615,0.43811
527,0.77991,0.00000,0.66723,0.47615,0.43811
528,0.73459,0.00000,0.66723,0.47615,0.43811
529,0.67091,0.00000,0.69422,0.48372,0.43921
530,0.61518,0.00000,0.69422,0.48372,0.43921
531,0.55946,0.00000,0.69422,0.48372,0.43921
532,0.50753,0.00000,0.69422,0.48372,0.43921
533,0.46293,0.00000,0.69422,0.48372,0.43921
534,0.42872,0.00000,0.69422,0.48372,0.43921
535,0.40721,0.00000,0.69422,0.48372,0.43921
536,0.39987,0.09700,0.69422,0.48372,0.43921
537,0.40721,0.18739,0.69422,0.48372,0.43921
538,0.42872,0.26501,0.69422,0.48372,0.43921
539,0.46293,0.32457,0.69422,0.48372,0.43921
540,0.50753,0.36201,0.69422,0.48372,0.43921
541,0.55946,0.37478,0.69422,0.48372,0.43921
542,0.61518,0.36201,0.69422,0.48372,0.43921
543,0.67091,0.32457,0.69422,0.48372,0.43921
544,0.72284,0.26501,0.69422,0.48372,0.43921
545,0.76743,0.18739,0.69422,0.48372,0.43921
546,0.80165,0.09700,0.69422,0.48372,0.43921
547,0.82316,0.00000,0.69422,0.48372,0.43921
548,0.83050,0.00000,0.69422,0.48372,0.43921
549,0.82316,0.00000,0.69422,0.48372,0.43921
550,0.80165,0.00000,0.69422,0.48372,0.43921
551,0.76743,0.00000,0.69422,0.48372,0.43921
552,0.72284,0.00000,0.69422,0.48372,0.43921
553,0.65975,0.00000,0.72251,0.49244,0.44052
554,0.60495,0.00000,0.72251,0.49244,0.44052
555,0.55015,0.00000,0.72251,0.49244,0.44052
556,0.49908,0.00000,0.72251,0.49244,0.44052
557,0.45523,0.00000,0.72251,0.49244,0.44052
558,0.42158,0.00000,0.72251,0.49244,0.44052
559,0.40043,0.00000,0.72251,0.49244,0.44052
560,0.39321,0.10257,0.72251,0.49244,0.44052
561,0.40043,0.19814,0.72251,0.49244,0.44052
562,0.42158,0.28021,0.72251,0.49244,0.44052
563,0.45523,0.34319,0.72251,0.49244,0.44052
564,0.49908,0.38278,0.72251,0.49244,0.44052
565,0.55015,0.39628,0.72251,0.49244,0.44052
566,0.60495,0.38278,0.72251,0.49244,0.44052
567,0.65975,0.34319,0.72251,0.49244,0.44052
568,0.71081,0.28021,0.72251,0.49244,0.44052
569,0.75466,0.19814,0.72251,0.49244,0.44052
570,0.78831,0.10257,0.72251,0.49244,0.44052
571,0.80946,0.00000,0.72251,0.49244,0.44052
572,0.81668,0.00000,0.72251,0.49244,0.44052
573,0.80946,0.00000,0.72251,0.49244,0.44052
574,0.78831,0.00000,0.72251,0.49244,0.44052
575,0.75466,0.00000,0.72251,0.49244,0.44052
576,0.71081,0.00000,0.72251,0.49244,0.44052
577,0.64835,0.00000,0.75177,0.50246,0.44206
578,0.59450,0.00000,0.75177,0.50246,0.44206
579,0.54065,0.00000,0.75177,0.50246,0.44206
580,0.49046,0.00000,0.75177,0.50246,0.44206
581,0.44737,0.00000,0.75177,0.50246,0.44206
582,0.41430,0.00000,0.75177,0.50246,0.44206
583,0.39352,0.00000,0.75177,0.50246,0.44206
584,0.38643,0.10824,0.75177,0.50246,0.44206
585,0.39352,0.20911,0.75177,0.50246,0.44206
586,0.41430,0.29572,0.75177,0.50246,0.44206
587,0.44737,0.36218,0.75177,0.50246,0.44206
588,0.49046,0.40396,0.75177,0.50246,0.44206
589,0.54065,0.41821,0.75177,0.50246,0.44206
590,0.59450,0.40396,0.75177,0.50246,0.44206
591,0.64835,0.36218,0.75177,0.50246,0.44206
592,0.69854,0.29572,0.75177,0.50246,0.44206
593,0.74163,0.20911,0.75177,0.50246,0.44206
594,0.77470,0.10824,0.75177,0.50246,0.44206
595,0.79549,0.00000,0.75177,0.50246,0.44206
596,0.80258,0.00000,0.75177,0.50246,0.44206
597,0.79549,0.00000,0.75177,0.50246,0.44206
598,0.77470,0.00000,0.75177,0.50246,0.44206
599,0.74163,0.00000,0.75177,0.50246,0.44206
600,0.69854,0.00000,0.75177,0.50246,0.44206
601,0.63677,0.00000,0.78163,0.51388,0.44388
602,0.58388,0.00000,0.78163,0.51388,0.44388
603,0.53099,0.00000,0.78163,0.51388,0.44388
604,0.48170,0.00000,0.78163,0.51388,0.44388
605,0.43937,0.00000,0.78163,0.51388,0.44388
606,0.40690,0.00000,0.78163,0.51388,0.44388
607,0.38648,0.00000,0.78163,0.51388,0.44388
608,0.37952,0.11402,0.78163,0.51388,0.44388
609,0.38648,0.22026,0.78163,0.51388,0.44388
610,0.40690,0.31150,0.78163,0.51388,0.44388
611,0.43937,0.38151,0.78163,0.51388,0.44388
612,0.48170,0.42551,0.78163,0.51388,0.44388
613,0.53099,0.44052,0.78163,0.51388,0.44388
614,0.58388,0.42551,0.78163,0.51388,0.44388
615,0.63677,0.38151,0.78163,0.51388,0.44388
616,0.68606,0.31150,0.78163,0.51388,0.44388
617,0.72838,0.22026,0.78163,0.51388,0.44388
618,0.76086,0.11402,0.78163,0.51388,0.44388
619,0.78127,0.00000,0.78163,0.51388,0.44388
620,0.78823,0.00000,0.78163,0.51388,0.44388
621,0.78127,0.00000,0.78163,0.51388,0.44388
622,0.76086,0.00000,0.78163,0.51388,0.44388
623,0.72838,0.00000,0.78163,0.51388,0.44388
624,0.68606,0.00000,0.78163,0.51388,0.44388
625,0.62502,0.00000,0.81163,0.52685,0.44603
626,0.57310,0.00000,0.81163,0.52685,0.44603
627,0.52119,0.00000,0.81163,0.52685,0.44603
628,0.47281,0.00000,0.81163,0.52685,0.44603
629,0.43127,0.00000,0.81163,0.52685,0.44603
630,0.39939,0.00000,0.81163,0.52685,0.44603
631,0.37935,0.00000,0.81163,0.52685,0.44603
632,0.37252,0.11987,0.81163,0.52685,0.44603
633,0.37935,0.23158,0.81163,0.52685,0.44603
634,0.39939,0.32750,0.81163,0.52685,0.44603
635,0.43127,0.40110,0.81163,0.52685,0.44603
636,0.47281,0.44737,0.81163,0.52685,0.44603
637,0.52119,0.46315,0.81163,0.52685,0.44603
638,0.57310,0.44737,0.81163,0.52685,0.44603
639,0.62502,0.40110,0.81163,0.52685,0.44603
640,0.67340,0.32750,0.81163,0.52685,0.44603
641,0.71494,0.23158,0.81163,0.52685,0.44603
642,0.74682,0.11987,0.81163,0.52685,0.44603
643,0.76685,0.00000,0.81163,0.52685,0.44603
644,0.77369,0.00000,0.81163,0.52685,0.44603
645,0.76685,0.00000,0.81163,0.52685,0.44603
646,0.74682,0.00000,0.81163,0.52685,0.44603
647,0.71494,0.00000,0.81163,0.52685,0.44603
648,0.67340,0.00000,0.81163,0.52685,0.44603
649,0.61314,0.00000,0.84126,0.54147,0.44857
650,0.56221,0.00000,0.84126,0.54147,0.44857
651,0.51128,0.00000,0.84126,0.54147,0.44857
652,0.46382,0.00000,0.84126,0.54147,0.44857
653,0.42307,0.00000,0.84126,0.54147,0.44857
654,0.39180,0.00000,0.84126,0.54147,0.44857
655,0.37214,0.00000,0.84126,0.54147,0.44857
656,0.36544,0.12579,0.84126,0.54147,0.44857
657,0.37214,0.24301,0.84126,0.54147,0.44857
658,0.39180,0.34367,0.84126,0.54147,0.44857
659,0.42307,0.42091,0.84126,0.54147,0.44857
660,0.46382,0.46947,0.84126,0.54147,0.44857
661,0.51128,0.48603,0.84126,0.54147,0.44857
662,0.56221,0.46947,0.84126,0.54147,0.44857
663,0.61314,0.42091,0.84126,0.54147,0.44857
664,0.66059,0.34367,0.84126,0.54147,0.44857
665,0.70135,0.24301,0.84126,0.54147,0.44857
666,0.73262,0.12579,0.84126,0.54147,0.44857
667,0.75228,0.00000,0.84126,0.54147,0.44857
668,0.75898,0.00000,0.84126,0.54147,0.44857
669,0.75228,0.00000,0.84126,0.54147,0.44857
670,0.73262,0.00000,0.84126,0.54147,0.44857
671,0.70135,0.00000,0.84126,0.54147,0.44857
672,0.66059,0.00000,0.84126,0.54147,0.44857
673,0.60116,0.00000,0.86997,0.55784,0.45156
674,0.55122,0.00000,0.86997,0.55784,0.45156
675,0.50129,0.00000,0.86997,0.55784,0.45156
676,0.45476,0.00000,0.86997,0.55784,0.45156
677,0.41480,0.00000,0.86997,0.55784,0.45156
678,0.38414,0.00000,0.86997,0.55784,0.45156
679,0.36487,0.00000,0.86997,0.55784,0.45156
680,0.35829,0.13176,0.86997,0.55784,0.45156
681,0.36487,0.25455,0.86997,0.55784,0.45156
682,0.38414,0.35999,0.86997,0.55784,0.45156
683,0.41480,0.44089,0.86997,0.55784,0.45156
684,0.45476,0.49175,0.86997,0.55784,0.45156
685,0.50129,0.50910,0.86997,0.55784,0.45156
686,0.55122,0.49175,0.86997,0.55784,0.45156
687,0.60116,0.44089,0.86997,0.55784,0.45156
688,0.64769,0.35999,0.86997,0.55784,0.45156
689,0.68764,0.25455,0.86997,0.55784,0.45156
690,0.71830,0.13176,0.86997,0.55784,0.45156
691,0.73758,0.00000,0.86997,0.55784,0.45156
692,0.74415,0.00000,0.86997,0.55784,0.45156
693,0.73758,0.00000,0.86997,0.55784,0.45156
694,0.71830,0.00000,0.86997,0.55784,0.45156
695,0.68764,0.00000,0.86997,0.55784,0.45156
696,0.64769,0.00000,0.86997,0.55784,0.45156
697,0.58911,0.00000,0.89718,0.57604,0.45507
698,0.54018,0.00000,0.89718,0.57604,0.45507
699,0.49124,0.00000,0.89718,0.57604,0.45507
700,0.44565,0.00000,0.89718,0.57604,0.45507
701,0.40649,0.00000,0.89718,0.57604,0.45507
702,0.37644,0.00000,0.89718,0.57604,0.45507
703,0.35756,0.00000,0.89718,0.57604,0.45507
704,0.35111,0.13777,0.89718,0.57604,0.45507
705,0.35756,0.26615,0.89718,0.57604,0.45507
706,0.37644,0.37639,0.89718,0.57604,0.45507
707,0.40649,0.46098,0.89718,0.57604,0.45507
708,0.44565,0.51416,0.89718,0.57604,0.45507
709,0.49124,0.53230,0.89718,0.57604,0.45507
710,0.54018,0.51416,0.89718,0.57604,0.45507
711,0.58911,0.46098,0.89718,0.57604,0.45507
712,0.63471,0.37639,0.89718,0.57604,0.45507
713,0.67386,0.26615,0.89718,0.57604,0.45507
714,0.70391,0.13777,0.89718,0.57604,0.45507
715,0.72280,0.00000,0.89718,0.57604,0.45507
716,0.72924,0.00000,0.89718,0.57604,0.45507
717,0.72280,0.00000,0.89718,0.57604,0.45507
718,0.70391,0.00000,0.89718,0.57604,0.45507
719,0.67386,0.00000,0.89718,0.57604,0.45507
720,0.63471,0.00000,0.89718,0.57604,0.45507
721,0.57703,0.00000,0.92228,0.59611,0.45918
722,0.52910,0.00000,0.92228,0.59611,0.45918
723,0.48117,0.00000,0.92228,0.59611,0.45918
724,0.43651,0.00000,0.92228,0.59611,0.45918
725,0.39815,0.00000,0.92228,0.59611,0.45918
726,0.36873,0.00000,0.92228,0.59611,0.45918
727,0.35023,0.00000,0.92228,0.59611,0.45918
728,0.34392,0.14379,0.92228,0.59611,0.45918
729,0.35023,0.27778,0.92228,0.59611,0.45918
730,0.36873,0.39284,0.92228,0.59611,0.45918
731,0.39815,0.48113,0.92228,0.59611,0.45918
732,0.43651,0.53663,0.92228,0.59611,0.45918
733,0.48117,0.55556,0.92228,0.59611,0.45918
734,0.52910,0.53663,0.92228,0.59611,0.45918
735,0.57703,0.48113,0.92228,0.59611,0.45918
736,0.62169,0.39284,0.92228,0.59611,0.45918
737,0.66005,0.27778,0.92228,0.59611,0.45918
738,0.68948,0.14379,0.92228,0.59611,0.45918
739,0.70798,0.00000,0.92228,0.59611,0.45918
740,0.71429,0.00000,0.92228,0.59611,0.45918
741,0.70798,0.00000,0.92228,0.59611,0.45918
742,0.68948,0.00000,0.92228,0.59611,0.45918
743,0.66005,0.00000,0.92228,0.59611,0.45918
744,0.62169,0.00000,0.92228,0.59611,0.45918
745,0.56495,0.00000,0.94469,0.61804,0.46400
746,0.51802,0.00000,0.94469,0.61804,0.46400
747,0.47110,0.00000,0.94469,0.61804,0.46400
748,0.42737,0.00000,0.94469,0.61804,0.46400
749,0.38982,0.00000,0.94469,0.61804,0.46400
750,0.36101,0.00000,0.94469,0.61804,0.46400
751,0.34289,0.00000,0.94469,0.61804,0.46400
752,0.33672,0.14981,0.94469,0.61804,0.46400
753,0.34289,0.28941,0.94469,0.61804,0.46400
754,0.36101,0.40928,0.94469,0.61804,0.46400
755,0.38982,0.50127,0.94469,0.61804,0.46400
756,0.42737,0.55909,0.94469,0.61804,0.46400
757,0.47110,0.57882,0.94469,0.61804,0.46400
758,0.51802,0.55909,0.94469,0.61804,0.46400
759,0.56495,0.50127,0.94469,0.61804,0.46400
760,0.60868,0.40928,0.94469,0.61804,0.46400
761,0.64623,0.28941,0.94469,0.61804,0.46400
762,0.67504,0.14981,0.94469,0.61804,0.46400
763,0.69315,0.00000,0.94469,0.61804,0.46400
764,0.69933,0.00000,0.94469,0.61804,0.46400
765,0.69315,0.00000,0.94469,0.61804,0.46400
766,0.67504,0.00000,0.94469,0.61804,0.46400
767,0.64623,0.00000,0.94469,0.61804,0.46400
768,0.60868,0.00000,0.94469,0.61804,0.46400
769,0.55290,0.00000,0.96388,0.64178,0.46962
770,0.50698,0.00000,0.96388,0.64178,0.46962
771,0.46105,0.00000,0.96388,0.64178,0.46962
772,0.41826,0.00000,0.96388,0.64178,0.46962
773,0.38151,0.00000,0.96388,0.64178,0.46962
774,0.35331,0.00000,0.96388,0.64178,0.46962
775,0.33558,0.00000,0.96388,0.64178,0.46962
776,0.32954,0.15581,0.96388,0.64178,0.46962
777,0.33558,0.30101,0.96388,0.64178,0.46962
778,0.35331,0.42569,0.96388,0.64178,0.46962
779,0.38151,0.52136,0.96388,0.64178,0.46962
780,0.41826,0.58150,0.96388,0.64178,0.46962
781,0.46105,0.60201,0.96388,0.64178,0.46962
782,0.50698,0.58150,0.96388,0.64178,0.46962
783,0.55290,0.52136,0.96388,0.64178,0.46962
784,0.59570,0.42569,0.96388,0.64178,0.46962
785,0.63245,0.30101,0.96388,0.64178,0.46962
786,0.66065,0.15581,0.96388,0.64178,0.46962
787,0.67837,0.00000,0.96388,0.64178,0.46962
788,0.68442,0.00000,0.96388,0.64178,0.46962
789,0.67837,0.00000,0.96388,0.64178,0.46962
790,0.66065,0.00000,0.96388,0.64178,0.46962
791,0.63245,0.00000,0.96388,0.64178,0.46962
792,0.59570,0.00000,0.96388,0.64178,0.46962
793,0.54092,0.00000,0.97936,0.66723,0.47615
794,0.49599,0.00000,0.97936,0.66723,0.47615
795,0.45106,0.00000,0.97936,0.66723,0.47615
796,0.40919,0.00000,0.97936,0.66723,0.47615
797,0.37324,0.00000,0.97936,0.66723,0.47615
798,0.34565,0.00000,0.97936,0.66723,0.47615
799,0.32831,0.00000,0.97936,0.66723,0.47615
800,0.32240,0.16178,0.97936,0.66723,0.47615
801,0.32831,0.31254,0.97936,0.66723,0.47615
802,0.34565,0.44200,0.97936,0.66723,0.47615
803,0.37324,0.54134,0.97936,0.66723,0.47615
804,0.40919,0.60378,0.97936,0.66723,0.47615
805,0.45106,0.62508,0.97936,0.66723,0.47615
806,0.49599,0.60378,0.97936,0.66723,0.47615
807,0.54092,0.54134,0.97936,0.66723,0.47615
808,0.58279,0.44200,0.97936,0.66723,0.47615
809,0.61874,0.31254,0.97936,0.66723,0.47615
810,0.64633,0.16178,0.97936,0.66723,0.47615
811,0.66367,0.00000,0.97936,0.66723,0.47615
812,0.66959,0.00000,0.97936,0.66723,0.47615
813,0.66367,0.00000,0.97936,0.66723,0.47615
814,0.64633,0.00000,0.97936,0.66723,0.47615
815,0.61874,0.00000,0.97936,0.66723,0.47615
816,0.58279,0.00000,0.97936,0.66723,0.47615
817,0.52904,0.00000,0.99072,0.69422,0.48372
818,0.48510,0.00000,0.99072,0.69422,0.48372
819,0.44115,0.00000,0.99072,0.69422,0.48372
820,0.40021,0.00000,0.99072,0.69422,0.48372
821,0.36504,0.00000,0.99072,0.69422,0.48372
822,0.33806,0.00000,0.99072,0.69422,0.48372
823,0.32110,0.00000,0.99072,0.69422,0.48372
824,0.31531,0.16770,0.99072,0.69422,0.48372
825,0.32110,0.32398,0.99072,0.69422,0.48372
826,0.33806,0.45818,0.99072,0.69422,0.48372
827,0.36504,0.56115,0.99072,0.69422,0.48372
828,0.40021,0.62588,0.99072,0.69422,0.48372
829,0.44115,0.64796,0.99072,0.69422,0.48372
830,0.48510,0.62588,0.99072,0.69422,0.48372
831,0.52904,0.56115,0.99072,0.69422,0.48372
832,0.56999,0.45818,0.99072,0.69422,0.48372
833,0.60515,0.32398,0.99072,0.69422,0.48372
834,0.63214,0.16770,0.99072,0.69422,0.48372
835,0.64910,0.00000,0.99072,0.69422,0.48372
836,0.65488,0.00000,0.99072,0.69422,0.48372
837,0.64910,0.00000,0.99072,0.69422,0.48372
838,0.63214,0.00000,0.99072,0.69422,0.48372
839,0.60515,0.00000,0.99072,0.69422,0.48372
840,0.56999,0.00000,0.99072,0.69422,0.48372
841,0.51729,0.00000,0.99766,0.72251,0.49244
842,0.47432,0.00000,0.99766,0.72251,0.49244
843,0.43136,0.00000,0.99766,0.72251,0.49244
844,0.39132,0.00000,0.99766,0.72251,0.49244
845,0.35693,0.00000,0.99766,0.72251,0.49244
846,0.33055,0.00000,0.99766,0.72251,0.49244
847,0.31397,0.00000,0.99766,0.72251,0.49244
848,0.30831,0.17356,0.99766,0.72251,0.49244
849,0.31397,0.33529,0.99766,0.72251,0.49244
850,0.33055,0.47418,0.99766,0.72251,0.49244
851,0.35693,0.58074,0.99766,0.72251,0.49244
852,0.39132,0.64774,0.99766,0.72251,0.49244
853,0.43136,0.67059,0.99766,0.72251,0.49244
854,0.47432,0.64774,0.99766,0.72251,0.49244
855,0.51729,0.58074,0.99766,0.72251,0.49244
856,0.55733,0.47418,0.99766,0.72251,0.49244
857,0.59171,0.33529,0.99766,0.72251,0.49244
858,0.61810,0.17356,0.99766,0.72251,0.49244
859,0.63468,0.00000,0.99766,0.72251,0.49244
860,0.64034,0.00000,0.99766,0.72251,0.49244
861,0.63468,0.00000,0.99766,0.72251,0.49244
862,0.61810,0.00000,0.99766,0.72251,0.49244
863,0.59171,0.00000,0.99766,0.72251,0.49244
864,0.55733,0.00000,0.99766,0.72251,0.49244
865,0.50571,0.00000,1.00000,0.75177,0.50246
866,0.46370,0.00000,1.00000,0.75177,0.50246
867,0.42170,0.00000,1.00000,0.75177,0.50246
868,0.38255,0.00000,1.00000,0.75177,0.50246
869,0.34894,0.00000,1.00000,0.75177,0.50246
870,0.32315,0.00000,1.00000,0.75177,0.50246
871,0.30694,0.00000,1.00000,0.75177,0.50246
872,0.30141,0.17933,1.00000,0.75177,0.50246
873,0.30694,0.34645,1.00000,0.75177,0.50246
874,0.32315,0.48995,1.00000,0.75177,0.50246
875,0.34894,0.60007,1.00000,0.75177,0.50246
876,0.38255,0.66929,1.00000,0.75177,0.50246
877,0.42170,0.69290,1.00000,0.75177,0.50246
878,0.46370,0.66929,1.00000,0.75177,0.50246
879,0.50571,0.60007,1.00000,0.75177,0.50246
880,0.54485,0.48995,1.00000,0.75177,0.50246
881,0.57846,0.34645,1.00000,0.75177,0.50246
882,0.60425,0.17933,1.00000,0.75177,0.50246
883,0.62047,0.00000,1.00000,0.75177,0.50246
884,0.62600,0.00000,1.00000,0.75177,0.50246
885,0.62047,0.00000,1.00000,0.75177,0.50246
886,0.60425,0.00000,1.00000,0.75177,0.50246
887,0.57846,0.00000,1.00000,0.75177,0.50246
888,0.54485,0.00000,1.00000,0.75177,0.50246
889,0.49431,0.00000,0.99766,0.78163,0.51388
890,0.45326,0.00000,0.99766,0.78163,0.51388
891,0.41220,0.00000,0.99766,0.78163,0.51388
892,0.37394,0.00000,0.99766,0.78163,0.51388
893,0.34108,0.00000,0.99766,0.78163,0.51388
894,0.31587,0.00000,0.99766,0.78163,0.51388
895,0.30002,0.00000,0.99766,0.78163,0.51388
896,0.29462,0.18501,0.99766,0.78163,0.51388
897,0.30002,0.35742,0.99766,0.78163,0.51388
898,0.31587,0.50546,0.99766,0.78163,0.51388
899,0.34108,0.61906,0.99766,0.78163,0.51388
900,0.37394,0.69047,0.99766,0.78163,0.51388
901,0.41220,0.71483,0.99766,0.78163,0.51388
902,0.45326,0.69047,0.99766,0.78163,0.51388
903,0.49431,0.61906,0.99766,0.78163,0.51388
904,0.53258,0.50546,0.99766,0.78163,0.51388
905,0.56543,0.35742,0.99766,0.78163,0.51388
906,0.59064,0.18501,0.99766,0.78163,0.51388
907,0.60649,0.00000,0.99766,0.78163,0.51388
908,0.61189,0.00000,0.99766,0.78163,0.51388
909,0.60649,0.00000,0.99766,0.78163,0.51388
910,0.59064,0.00000,0.99766,0.78163,0.51388
911,0.56543,0.00000,0.99766,0.78163,0.51388
912,0.53258,0.00000,0.99766,0.78163,0.51388
913,0.48315,0.00000,0.99072,0.81163,0.52685
914,0.44302,0.00000,0.99072,0.81163,0.52685
915,0.40289,0.00000,0.99072,0.81163,0.52685
916,0.36549,0.00000,0.99072,0.81163,0.52685
917,0.33338,0.00000,0.99072,0.81163,0.52685
918,0.30874,0.00000,0.99072,0.81163,0.52685
919,0.29325,0.00000,0.99072,0.81163,0.52685
920,0.28796,0.19058,0.99072,0.81163,0.52685
921,0.29325,0.36816,0.99072,0.81163,0.52685
922,0.30874,0.52066,0.99072,0.81163,0.52685
923,0.33338,0.63768,0.99072,0.81163,0.52685
924,0.36549,0.71124,0.99072,0.81163,0.52685
925,0.40289,0.73633,0.99072,0.81163,0.52685
926,0.44302,0.71124,0.99072,0.81163,0.52685
927,0.48315,0.63768,0.99072,0.81163,0.52685
928,0.52055,0.52066,0.99072,0.81163,0.52685
929,0.55266,0.36816,0.99072,0.81163,0.52685
930,0.57730,0.19058,0.99072,0.81163,0.52685
931,0.59279,0.00000,0.99072,0.81163,0.52685
932,0.59808,0.00000,0.99072,0.81163,0.52685
933,0.59279,0.00000,0.99072,0.81163,0.52685
934,0.57730,0.00000,0.99072,0.81163,0.52685
935,0.55266,0.00000,0.99072,0.81163,0.52685
936,0.52055,0.00000,0.99072,0.81163,0.52685
937,0.47224,0.00000,0.97936,0.84126,0.54147
938,0.43302,0.00000,0.97936,0.84126,0.54147
939,0.39379,0.00000,0.97936,0.84126,0.54147
940,0.35724,0.00000,0.97936,0.84126,0.54147
941,0.32585,0.00000,0.97936,0.84126,0.54147
942,0.30177,0.00000,0.97936,0.84126,0.54147
943,0.28663,0.00000,0.97936,0.84126,0.54147
944,0.28146,0.19601,0.97936,0.84126,0.54147
945,0.28663,0.37866,0.97936,0.84126,0.54147
946,0.30177,0.53551,0.97936,0.84126,0.54147
947,0.32585,0.65587,0.97936,0.84126,0.54147
948,0.35724,0.73152,0.97936,0.84126,0.54147
949,0.39379,0.75733,0.97936,0.84126,0.54147
950,0.43302,0.73152,0.97936,0.84126,0.54147
951,0.47224,0.65587,0.97936,0.84126,0.54147
952,0.50880,0.53551,0.97936,0.84126,0.54147
953,0.54018,0.37866,0.97936,0.84126,0.54147
954,0.56427,0.19601,0.97936,0.84126,0.54147
955,0.57941,0.00000,0.97936,0.84126,0.54147
956,0.58457,0.00000,0.97936,0.84126,0.54147
957,0.57941,0.00000,0.97936,0.84126,0.54147
958,0.56427,0.00000,0.97936,0.84126,0.54147
959,0.54018,0.00000,0.97936,0.84126,0.54147
960,0.50880,0.00000,0.97936,0.84126,0.54147
961,0.46162,0.00000,0.96388,0.86997,0.55784
962,0.42328,0.00000,0.96388,0.86997,0.55784
963,0.38494,0.00000,0.96388,0.86997,0.55784
964,0.34921,0.00000,0.96388,0.86997,0.55784
965,0.31852,0.00000,0.96388,0.86997,0.55784
966,0.29498,0.00000,0.96388,0.86997,0.55784
967,0.28018,0.00000,0.96388,0.86997,0.55784
968,0.27513,0.20130,0.96388,0.86997,0.55784
969,0.28018,0.38889,0.96388,0.86997,0.55784
970,0.29498,0.54997,0.96388,0.86997,0.55784
971,0.31852,0.67358,0.96388,0.86997,0.55784
972,0.34921,0.75128,0.96388,0.86997,0.55784
973,0.38494,0.77778,0.96388,0.86997,0.55784
974,0.42328,0.75128,0.96388,0.86997,0.55784
975,0.46162,0.67358,0.96388,0.86997,0.55784
976,0.49735,0.54997,0.96388,0.86997,0.55784
977,0.52804,0.38889,0.96388,0.86997,0.55784
978,0.55158,0.20130,0.96388,0.86997,0.55784
979,0.56638,0.00000,0.96388,0.86997,0.55784
980,0.57143,0.00000,0.96388,0.86997,0.55784
981,0.56638,0.00000,0.96388,0.86997,0.55784
982,0.55158,0.00000,0.96388,0.86997,0.55784
983,0.52804,0.00000,0.96388,0.86997,0.55784
984,0.49735,0.00000,0.96388,0.86997,0.55784
985,0.45132,0.00000,0.94469,0.89718,0.57604
986,0.41383,0.00000,0.94469,0.89718,0.57604
987,0.37635,0.00000,0.94469,0.89718,0.57604
988,0.34141,0.00000,0.94469,0.89718,0.57604
989,0.31141,0.00000,0.94469,0.89718,0.57604
990,0.28840,0.00000,0.94469,0.89718,0.57604
991,0.27393,0.00000,0.94469,0.89718,0.57604
992,0.26899,0.20644,0.94469,0.89718,0.57604
993,0.27393,0.39881,0.94469,0.89718,0.57604
994,0.28840,0.56400,0.94469,0.89718,0.57604
995,0.31141,0.69076,0.94469,0.89718,0.57604
996,0.34141,0.77044,0.94469,0.89718,0.57604
997,0.37635,0.79762,0.94469,0.89718,0.57604
998,0.41383,0.77044,0.94469,0.89718,0.57604
999,0.45132,0.69076,0.94469,0.89718,0.57604
1000,0.48625,0.56400,0.94469,0.89718,0.57604
1001,0.51625,0.39881,0.94469,0.89718,0.57604
1002,0.53927,0.20644,0.94469,0.89718,0.57604
1003,0.55374,0.00000,0.94469,0.89718,0.57604
1004,0.55867,0.00000,0.94469,0.89718,0.57604
1005,0.55374,0.00000,0.94469,0.89718,0.57604
1006,0.53927,0.00000,0.94469,0.89718,0.57604
1007,0.51625,0.00000,0.94469,0.89718,0.57604
1008,0.48625,0.00000,0.94469,0.89718,0.57604
1009,0.44136,0.00000,0.92228,0.92228,0.59611
1010,0.40470,0.00000,0.92228,0.92228,0.59611
1011,0.36804,0.00000,0.92228,0.92228,0.59611
1012,0.33388,0.00000,0.92228,0.92228,0.59611
1013,0.30454,0.00000,0.92228,0.92228,0.59611
1014,0.28203,0.00000,0.92228,0.92228,0.59611
1015,0.26788,0.00000,0.92228,0.92228,0.59611
1016,0.26306,0.21140,0.92228,0.92228,0.59611
1017,0.26788,0.40840,0.92228,0.92228,0.59611
1018,0.28203,0.57756,0.92228,0.92228,0.59611
1019,0.30454,0.70736,0.92228,0.92228,0.59611
1020,0.33388,0.78896,0.92228,0.92228,0.59611
1021,0.36804,0.81679,0.92228,0.92228,0.59611
1022,0.40470,0.78896,0.92228,0.92228,0.59611
1023,0.44136,0.70736,0.92228,0.92228,0.59611
1024,0.47552,0.57756,0.92228,0.92228,0.59611
1025,0.50486,0.40840,0.92228,0.92228,0.59611
1026,0.52737,0.21140,0.92228,0.92228,0.59611
1027,0.54152,0.00000,0.92228,0.92228,0.59611
1028,0.54635,0.00000,0.92228,0.92228,0.59611
1029,0.54152,0.00000,0.92228,0.92228,0.59611
1030,0.52737,0.00000,0.92228,0.92228,0.59611
